Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,source
GO_Molecular_Function_2023,"Catalytic Activity, Acting On A tRNA (GO:0140101)",23/39,0.00012851370762464735,0.0151217795971668,0,0,3.4275283994574433,30.70885495598959,FTO;MTFMT;PUS10;ELAC2;TYW3;ELAC1;GATB;TRPT1;QRSL1;FTSJ1;OSGEP;THG1L;DTWD2;NT5C3A;QTRT1;DTWD1;PTRH2;TRMT12;PTRH1;TARS2;DUS1L;DUS4L;DUS3L,GO_Molecular_Function_2023_upregulated
GO_Molecular_Function_2023,Protein Homodimerization Activity (GO:0042803),236/662,0.0003770051994416757,0.0375603568159675,0,0,1.3304544947786985,10.488307496737034,ZNF174;TFRC;UXS1;CISD2;F11R;NUDT5;PHB2;ZDHHC2;ZDHHC3;PSMD7;GOLGA5;CHEK2;FBXO4;AKT1;MMUT;B2M;TRIM21;TRIM22;ACVR1;ACOT7;GLCE;ACTN1;SLC11A1;SETMAR;ACTN4;SLC51A;KNSTRN;HLA-G;RRAGA;RABL3;TARS2;ATF3;EXD2;FICD;ABCB7;PEX11A;PDGFB;ZBTB1;PDGFA;TXN;ZBTB4;SNX1;SNX2;S100A16;PDCD10;PPCS;PDGFC;PNPO;S100A13;PSMF1;APOE;ATG7;S100A11;LHPP;S100A10;RBM11;PHETA2;FZD4;EIF2AK2;TMEM192;SNF8;PHETA1;AIMP1;BST2;GLUD1;GNPTG;CCDC88A;EXT2;KYAT1;COL9A2;MYOM1;PTPRO;BHLHE41;EEA1;TRIM6;ATIC;IMPA1;TRIM5;GLIPR2;MLX;APPL1;FCER1G;CRPPA;MME;PARP1;STARD3NL;RIPK2;SLC39A13;CACYBP;COMMD1;MGLL;TIMM9;ODC1;HSD17B4;TIMM10;PAPSS1;WRN;PGRMC1;MTHFD1L;FLNA;MGAT2;NPM1;STAT1;GDF15;GSS;GRHL1;SLC8B1;TARBP2;VEGFA;NUDT21;ABCB10;PRKRA;DCLRE1B;SCARB2;CSF1;FMR1;PDCD6;SPPL2A;PARK7;YARS2;HPGDS;BANF1;MTPAP;PSPH;MAP3K5;TPM4;S100A1;ZBTB38;APLP2;CEP131;TPM1;ADAM10;OCRL;ALDH3A2;TYROBP;MSH2;S100A6;CHMP4C;ABCG1;ISCU;ABCG2;CSF1R;TSG101;FECH;UBA5;ADRB2;PSAP;MAP3K21;RIPK1;TPPP;ECT2;IDH1;HPS4;COQ9;GGCT;GRHPR;NR4A3;TP53I3;STK25;BHLHE40;MAP3K10;CRYL1;MAP3K13;BCL2L2;NFE2L1;BCL2L1;MAP3K12;BMPR1A;FGFR1;HSP90AB1;CPQ;CBY1;DPY30;HSPB1;PKD2;NADK2;KYNU;CYP2R1;TRIM68;MFSD1;LRRFIP1;BOK;HSP90AA1;PDCD6IP;TRPC6;DARS2;QTRT1;PEX7;RABEP1;ALS2;IRF3;ACOX1;CAT;PECAM1;ANG;PRPS2;CEBPA;PRPS1;CEBPB;GTF2A2;CAMK2D;PDXK;CARNMT1;BCL2A1;RPE;RNF8;NOD1;NLRC4;CLN6;SRM;NFS1;SRR;DROSHA;GBP1;PDLIM4;GBP4;GBP3;MMAA;TXNRD2;TPD52L1;USF2;PML;CD4;GALE;VAPB;GLB1;MGAT4A;XPNPEP3;BAX;STUB1;GALM;CCDC66;SSBP1;MMACHC;GLA;TRIM34,GO_Molecular_Function_2023_upregulated
GO_Molecular_Function_2023,Ribonuclease P RNA Binding (GO:0033204),8/9,0.00039014534936321354,0.0375603568159675,0,0,19.046845932690683,149.4985260676867,POP5;POP7;POP4;RPP30;RPP40;RPP21;RPP25;RPP38,GO_Molecular_Function_2023_upregulated
GO_Molecular_Function_2023,Ribosome Binding (GO:0043022),40/85,0.0005004028740237792,0.0441605536325985,0,0,2.121181205010486,16.12118298888168,CCDC47;FMR1;MTIF2;MALSU1;MTIF3;MAIP1;UNG;SEC61A1;TMEM223;TMEM147;LARP1;NCLN;SRP72;ERI1;C1QBP;SEC61G;ZC3H12A;G3BP1;PELO;NOMO1;GCN1;NPM1;IFRD2;GTPBP6;PYM1;ERAL1;EIF2S1;NME1;TMCO1;MTRES1;NEMF;EIF6;TTC5;SERBP1;SBDS;GEMIN5;DHX29;NAA15;MRRF;SHFL,GO_Molecular_Function_2023_upregulated
GO_Molecular_Function_2023,tRNA-specific Ribonuclease Activity (GO:0004549),11/15,0.0005897909082076826,0.0480452747532258,0,0,6.549280879864636,48.698766030542274,POP5;POP7;ELAC2;POP4;PRORP;RPP30;RPP40;RPP21;TSEN2;RPP25;RPP38,GO_Molecular_Function_2023_upregulated
GO_Molecular_Function_2023,"Oxidoreductase Activity, Acting On The CH-CH Group Of Donors, With A Flavin As Acceptor (GO:0052890)",6/6,0.0006720545543989859,0.0498779429650049,0,0,84474.0,617097.0183142629,ACADVL;ACAD9;ACADM;ACAD11;ACADS;ACADSB,GO_Molecular_Function_2023_upregulated
GO_Molecular_Function_2023,NAD Binding (GO:0051287),16/26,0.0007184486958704885,0.0498779429650049,0,0,3.812091447925487,27.593504719324383,HPGD;RNLS;UXS1;SIRT5;PARP9;HSD17B8;NUDT6;PARP15;CRYZ;QDPR;GLUD1;BDH2;ALDH1B1;ALDH2;ALDH1A1;CRYL1,GO_Molecular_Function_2023_upregulated
GO_Molecular_Function_2023,Ubiquitin-Like Protein Ligase Binding (GO:0044389),111/289,0.0007649048443571087,0.0498779429650049,0,0,1.492013962753099,10.706332797909688,UBE2D4;UBE2L6;SMC6;AUP1;UBE2L3;HERC2;CHEK2;PSMD1;PRKACB;GABARAPL2;GABARAPL1;MUL1;SCAMP3;RBX1;RRAGA;TXNIP;SQSTM1;ZNF675;BLZF1;TSG101;CUL2;CUL1;FHIT;HSPBP1;RTN4;ATXN3;BAG5;UBB;DDRGK1;HLTF;RIPK1;NAE1;HSPA9;SMAD2;EGR2;JUN;FZD5;HSPA5;FZD4;FANCL;WFS1;NEK6;TRIP4;ISG15;PA2G4;STAM;SMAD6;PRDX6;SMAD7;SPART;MFHAS1;UBE2W;MC1R;MDM2;UBE2N;CALR;UBE2K;NFE2L2;YWHAE;DET1;GPI;CD40;UBXN1;HSP90AB1;FAF1;FAF2;ARRB1;TUBA1B;SUMO1;MAP1LC3C;SLC22A18;SUMO3;DBT;SUMO2;ELOB;CCDC50;CCT2;HSP90AA1;DTX3L;PARP9;PSMA3;TUBB2A;TCP1;TMBIM6;SLC25A5;ATP6V0C;PRKN;USP13;RALA;DERL1;RNF8;CXCR4;NEDD8;AMBRA1;HDAC6;HSPD1;RNF20;USP25;STAT1;STAT2;LAPTM5;LRPPRC;PML;SKI;DNAJA1;PINK1;ABI2;APC;JKAMP;CTNNB1;STUB1,GO_Molecular_Function_2023_upregulated
GO_Molecular_Function_2023,Purine Ribonucleoside Triphosphate Binding (GO:0035639),173/476,0.0008006846368319961,0.0498779429650049,0,0,1.3683898661264875,9.756679133931817,NDUFA13;PRAG1;EIF4A3;YARS2;THG1L;TUBB6;RAB42;RPS6KA5;PPIP5K1;AKT3;LONP1;PDK4;AKT1;MTREX;MAP3K6;MTPAP;SEPHS1;PRKACB;MAP3K5;TGM2;RAB2A;ACVR1;RAB2B;DAPK1;TAP2;LIG4;RRAGA;MSH2;RRAGC;RRAGD;RABL3;BTK;RAB38;SIK1;SIK2;CARS2;PI4K2A;ABCG1;ARL8B;PIF1;BRSK1;FICD;ARL6;ARL3;AGAP2;ARL1;ARL2;ABCB8;RHOBTB1;RHOBTB2;STK3;RAP1B;RRAS;STK36;PMVK;DHX36;RAB6A;ABCA1;HEXIM1;RAB4A;RAB4B;HSPA5;MLKL;HSPA4;NEK6;MTHFS;GLUD1;MFHAS1;TBCK;WNK1;CAPRIN1;GNAQ;IFT27;UBA2;BMPR1A;ARF3;ACVRL1;RYR1;ABCD4;GPI;HSP90AB1;DYRK2;NVL;MAST2;PRKAG1;SRP54;OLA1;RND3;RAB22A;IFIH1;TUBA1C;TUBA1B;RAC1;ATP7A;HRAS;RAB8A;HSP90AA1;KSR1;MINK1;CAD;DARS2;TUBG2;PEX1;GNL2;TUBG1;RHOD;TGFBR1;GNL3;NME1;RHOB;DNM2;RAP2C;PSMA6;ARL4D;ARL4A;RAP2A;MRAS;TUBB2A;SARS2;LATS2;OAS1;OAS2;OAS3;ARHGEF5;RHOQ;ARF6;RAB7A;PRPS2;PRPS1;DTYMK;PDXK;RALA;ATL3;ATL1;GTPBP10;NLRC4;SRR;MTHFD1L;BMS1;GNA11;MKNK1;P2RY1;RAB29;MAP4K5;ABCF3;GBP1;MAP4K3;GBP4;ABCF1;GBP3;SLC12A4;RRM1;MMAA;GSS;SEPTIN4;CDC42BPB;TUBB4B;CDC42BPA;RAB11A;BCKDK;P2RX7;RAB10;PFKL;PINK1;P2RX4;RAB14;RAB13;TSR1;RAB9A;ABCE1;PFKP;RAN;NEK11,GO_Molecular_Function_2023_upregulated
GO_Cellular_Component_2023,Mitochondrial Membrane (GO:0031966),314/540,2.50983123620741e-44,1.1168749001122972e-41,0,0,3.4326892269618727,344.6197840044176,IFI27L2;DHFR2;CISD2;GHITM;MICOS13;PHB2;LGALS3;MPV17;ACAD11;RSAD2;ACSL1;MRPS18B;MRPS18A;ACSL4;ACSL3;BCS1L;MRPS18C;AFG3L2;COX7A2L;SCO1;IFI27;VDAC3;VDAC2;VDAC1;TMEM126B;UQCRC2;AURKAIP1;SPATA18;EXD2;ABCB7;MRPL18;MRPL19;MRPL16;MRPL17;ABCB8;MRPL14;OMA1;MRPL12;SDSL;MRPL13;MRPL11;LDHB;MRPL20;APOO;CYB5R3;DMAC2L;FIS1;MTERF3;MRPL27;RMDN3;MRPL24;MRPL22;MRPL30;SPART;NDUFAF6;ADCK1;NDUFAF4;NDUFAF5;OGDH;NDUFAF2;NDUFAF3;SFXN2;NDUFAF1;MRPS17;MRS2;COX7B;MRPS15;MRPS16;MRPS14;MRPS11;MCUB;MRPS12;MRPL38;MRPL39;MRPS10;MRPL36;MRPL37;ECSIT;MRPL34;MRPL35;COX7C;TMEM186;MRPL41;MRPL42;AIFM3;IMMP2L;MRPL40;HINT2;AIFM1;AIFM2;FLVCR2;TSPO;C19ORF12;ACADM;MRPS28;TOMM70;MRPS26;MRPS25;MRPS22;ACAD9;MRPS23;MRPL49;TIMM23;MRPS21;MRPL47;MRPL45;MRPS7;MRPL46;RHOD;MRPL43;MRPS5;FAM210B;HADHB;MRPL52;TMEM177;MRPL53;MRPL50;MRPS9;MRPL51;PGAM5;MICU2;SLC29A3;TOMM40;DMAC1;MRPS36;TIMM9;MRPS33;TIMM13;IFI6;MRPS31;MIEF2;UQCR11;TIMM10;MRPS30;UQCR10;COX5B;MRPL57;COX5A;MRPL54;TMEM70;PGRMC1;SAMM50;MFN1;ATAD1;ATP5PF;TIGAR;TIMMDC1;ATP5PD;MTX2;SQOR;SEPTIN4;SYNJ2BP;ATP5F1C;COX6C;SLC8B1;LETM1;ZNFX1;NDUFAB1;TOMM7;RTN4IP1;TOMM5;MTCH2;NDUFA13;NDUFA12;TAMM41;COX6A1;TOMM20;CHCHD3;MPC1;MPC2;CHCHD6;CHCHD1;TMEM14A;TMEM14B;SLC25A46;TMEM14C;SLC30A9;MUL1;SDHC;VRK2;SDHD;KMO;SDHA;ATAD3A;SDHB;TUFM;DNAJC30;GPD2;DAP3;FECH;UQCRB;COX16;COX15;COX18;SLC41A3;PSEN2;ATP5MC3;PSEN1;HIGD1A;MTLN;ACACB;UQCRH;RCC1L;ATP5MC1;TIMM50;TMEM242;ATXN3;UBB;COX11;CYC1;NDUFV3;NDUFV2;NDUFV1;ATP5MF;COX10;ATP5ME;DNAJC19;COA3;UQCC2;UQCC1;TIMM44;COQ9;CRLS1;COQ6;COQ5;COQ4;COQ3;COQ2;UQCRQ;SPIRE1;CYCS;BCL2L2;GALK2;BCL2L1;COX20;SLC25A1;ACADVL;MCUR1;MAIP1;HK2;MRPL4;MRPL3;NGRN;MRPL2;TMEM223;MRPL1;OPA1;CPT2;FUNDC1;UQCRFS1;MRPL9;USP30;BOK;CCDC51;PLA2G4C;NDUFC2;PLA2G4A;NDUFC1;NIPSNAP2;QTRT1;SLC25A16;SMDT1;HAX1;SLC25A19;NDUFS6;CHDH;NDUFS5;NDUFS4;NDUFS3;TMBIM6;SLC25A5;SLC25A11;SMIM20;SLC25A13;AGPAT5;NDUFB8;STOML2;NDUFB7;MTFP1;NDUFB6;BCL2A1;NDUFB5;SRC;NDUFB4;NDUFB3;NDUFB2;ETFDH;AFG1L;NDUFB1;AMBRA1;BPHL;AGPAT4;HSPD1;SLC25A26;MSTO1;CYB5B;GADD45GIP1;NDUFA9;CYB5A;NDUFA8;NDUFA7;NDUFA6;NDUFA5;NDUFA4;NDUFA3;NDUFA1;IMMT;MYO19;GDAP1;DHODH;PINK1;BAX;SLC25A32;SLC25A33,GO_Cellular_Component_2023_upregulated
GO_Cellular_Component_2023,Mitochondrial Inner Membrane (GO:0005743),231/370,1.0623297294339088e-39,2.363683647990447e-37,0,0,4.071436699498046,365.37217181078455,DHFR2;GHITM;MICOS13;PHB2;LGALS3;MPV17;ACAD11;RSAD2;MRPS18B;MRPS18A;BCS1L;MRPS18C;AFG3L2;COX7A2L;SCO1;TMEM126B;UQCRC2;AURKAIP1;MRPL18;MRPL19;MRPL16;MRPL17;MRPL14;OMA1;MRPL12;SDSL;MRPL13;MRPL11;APOO;LDHB;MRPL20;DMAC2L;MRPL27;MRPL24;MRPL22;MRPL30;NDUFAF6;ADCK1;NDUFAF4;NDUFAF5;NDUFAF2;NDUFAF3;NDUFAF1;MRPS17;MRS2;COX7B;MRPS15;MRPS16;MRPS14;MRPS11;MCUB;MRPS12;MRPL38;MRPL39;MRPS10;MRPL36;MRPL37;ECSIT;MRPL34;COX7C;MRPL35;TMEM186;MRPL41;MRPL42;AIFM3;IMMP2L;MRPL40;AIFM1;MRPS28;MRPS26;MRPS25;MRPS22;ACAD9;MRPS23;MRPL49;MRPS21;TIMM23;MRPL47;MRPL45;MRPS7;MRPL46;MRPL43;MRPS5;HADHB;MRPL52;TMEM177;MRPL53;MRPL50;MRPS9;MRPL51;PGAM5;MICU2;TOMM40;DMAC1;MRPS36;MRPS33;TIMM9;IFI6;MRPS31;TIMM13;UQCR11;MRPS30;TIMM10;UQCR10;COX5B;COX5A;MRPL57;MRPL54;TMEM70;ATP5PF;ATP5PD;TIMMDC1;SQOR;ATP5F1C;COX6C;SLC8B1;LETM1;NDUFAB1;NDUFA13;NDUFA12;TAMM41;COX6A1;CHCHD3;MPC1;CHCHD6;MPC2;CHCHD1;PAM16;SDHC;SDHD;SDHA;ATAD3A;SDHB;DNAJC30;GPD2;DAP3;COX16;FECH;UQCRB;COX15;COX18;SLC41A3;PSEN2;ATP5MC3;PSEN1;HIGD1A;MTLN;UQCRH;ATP5MC1;RCC1L;TIMM50;TMEM242;COX11;CYC1;NDUFV3;NDUFV2;NDUFV1;ATP5MF;COX10;ATP5ME;DNAJC19;COA3;UQCC2;UQCC1;TIMM44;COQ9;CRLS1;COQ6;COQ5;COQ4;COQ3;COQ2;UQCRQ;CYCS;COX20;SLC25A1;MCUR1;MAIP1;MRPL4;MRPL3;MRPL2;TMEM223;MRPL1;CPT2;OPA1;UQCRFS1;MRPL9;COA8;BOK;CCDC51;NDUFC2;PLA2G4A;NDUFC1;SLC25A16;SMDT1;NDUFS6;SLC25A19;CHDH;NDUFS5;NDUFS4;NDUFS3;SLC25A5;SLC25A11;SMIM20;SLC25A13;NDUFB8;STOML2;NDUFB7;MTFP1;NDUFB6;NDUFB5;SRC;NDUFB4;NDUFB3;ETFDH;NDUFB2;NDUFB1;HSPD1;SLC25A26;GADD45GIP1;NDUFA8;NDUFA7;NDUFA6;NDUFA5;NDUFA4;NDUFA3;NDUFA1;IMMT;DHODH;PINK1;SLC25A32,GO_Cellular_Component_2023_upregulated
GO_Cellular_Component_2023,Organelle Inner Membrane (GO:0019866),236/398,2.2906957055983918e-35,3.3978652966376154e-33,0,0,3.566252972409525,284.45012397314935,DHFR2;GHITM;MICOS13;PHB2;LGALS3;MPV17;ACAD11;ARL6IP6;RSAD2;MRPS18B;MRPS18A;BCS1L;MFSD10;MRPS18C;AFG3L2;COX7A2L;SCO1;IFI27;UNC50;TMEM126B;UQCRC2;AURKAIP1;MRPL18;MRPL19;MRPL16;MRPL17;MRPL14;OMA1;MRPL12;SDSL;MRPL13;MRPL11;LDHB;MRPL20;APOO;NEU4;DMAC2L;MRPL27;MRPL24;MRPL22;MRPL30;NDUFAF6;ADCK1;NDUFAF4;NDUFAF5;NDUFAF2;NDUFAF3;NDUFAF1;MRPS17;MRS2;COX7B;MRPS15;MRPS16;MRPS14;MRPS11;MCUB;MRPS12;MRPL38;MRPL39;MRPS10;MRPL36;MRPL37;ECSIT;MRPL34;MRPL35;COX7C;TMEM186;MRPL41;MRPL42;AIFM3;IMMP2L;MRPL40;AIFM1;MRPS28;MRPS26;MRPS25;MRPS22;ACAD9;MRPS23;MRPL49;TIMM23;MRPS21;MRPL47;MRPL45;MRPS7;MRPL46;MRPL43;MRPS5;HADHB;MRPL52;TMEM177;MRPL53;MRPL50;MRPS9;MRPL51;PGAM5;MICU2;TOMM40;DMAC1;MRPS36;TIMM9;MRPS33;TIMM13;IFI6;MRPS31;UQCR11;TIMM10;MRPS30;UQCR10;COX5B;MRPL57;COX5A;MRPL54;TMEM70;ATP5PF;TIMMDC1;ATP5PD;SQOR;ATP5F1C;COX6C;SLC8B1;LETM1;DPY19L1;DPY19L4;NDUFAB1;NDUFA13;NDUFA12;TAMM41;COX6A1;CHCHD3;MPC1;MPC2;CHCHD6;CHCHD1;SDHC;SDHD;SDHA;ATAD3A;SDHB;DNAJC30;GPD2;DAP3;FECH;UQCRB;COX16;COX15;COX18;SLC41A3;PSEN2;ATP5MC3;PSEN1;HIGD1A;MTLN;UQCRH;RCC1L;ATP5MC1;TIMM50;TMEM242;COX11;CYC1;NDUFV3;NDUFV2;NDUFV1;ATP5MF;COX10;ATP5ME;DNAJC19;COA3;UQCC2;UQCC1;TIMM44;COQ9;CRLS1;COQ6;COQ5;COQ4;COQ3;COQ2;UQCRQ;CYCS;COX20;SLC25A1;MCUR1;MAIP1;MRPL4;MRPL3;MRPL2;TMEM223;MRPL1;OPA1;CPT2;UQCRFS1;MRPL9;BOK;CCDC51;NDUFC2;PLA2G4A;NDUFC1;SLC25A16;SMDT1;SLC25A19;NDUFS6;CHDH;NDUFS5;NDUFS4;NDUFS3;SLC25A5;SLC25A11;SMIM20;SLC25A13;NDUFB8;STOML2;NDUFB7;MTFP1;NDUFB6;NDUFB5;SRC;NDUFB4;NDUFB3;NDUFB2;ETFDH;NDUFB1;HSPD1;SLC25A26;GADD45GIP1;NDUFA8;NDUFA7;NDUFA6;NDUFA5;NDUFA4;NDUFA3;NDUFA1;IMMT;DHODH;PINK1;SLC25A32,GO_Cellular_Component_2023_upregulated
GO_Cellular_Component_2023,Mitochondrial Matrix (GO:0005759),187/355,4.4720745163866695e-20,4.97518289948017e-18,0,0,2.700430390153969,120.31456908361196,DHFR2;ISCA1;ACAA2;ACSM3;ECI1;PRORP;NUDT2;ABAT;ALKBH7;NR3C1;YARS2;GCSH;ABHD10;FPGS;FDXR;LONP1;PDK4;MTERF1;MLYCD;MMUT;MCCC2;RARS2;ACOT9;PDHX;MECR;PUS1;MCCC1;PAM16;POLRMT;CYP27A1;LARS2;BTD;PPA2;LACTB2;BOLA3;CLPP;ETHE1;FDX1;ACOT2;FDX2;SUCLG2;SUCLG1;ALDH7A1;ISCU;LIPT2;GCDH;FECH;MRPL18;ARL2;MRPL14;MRPL13;MRPL11;ACAT1;PRDX3;MRPL20;ATXN3;PITRM1;BLOC1S1;GRPEL2;THEM4;DECR1;PCK2;DNAJC19;HSPA9;PDHA1;MTERF2;UQCC2;GOT2;MTHFS;PYCR2;TIMM44;ERAL1;DNAJC15;ACADSB;ACSF2;COQ5;GLUD1;COQ3;ALDH6A1;ARL2BP;OGDH;ACO2;GFM1;ACADVL;ALAS1;FASTKD1;HIBADH;FASTKD2;MRPS14;MRPS12;MRPL39;ETFA;MRPL37;ETFB;MRPL34;TFB1M;MRPL35;MAIP1;FARS2;NADK2;MCEE;MRPL40;AUH;ALDH2;C1QBP;ACP6;DBT;ME3;ACADM;DLAT;MRPL9;ACADS;METTL15;AASS;HIBCH;TSFM;MRPS22;ELAC2;GLRX5;BCKDHB;MRPL49;SIRT5;DARS2;REXO2;MRPL43;SMDT1;ALDH5A1;MRPL51;NDUFS8;SARS2;PCCA;TST;IVD;PCCB;NDUFS3;NDUFS1;DLD;MRRF;FXN;BCAT2;FH;RNASEL;NDUFB8;ECHS1;NAXE;POLDIP2;ETFDH;PPM1K;HSD17B8;MRPL57;HSD17B10;HSPD1;TBRG4;HMGCL;RIDA;NFS1;MTHFD1L;ALDH1B1;DGLUCY;PDSS2;IARS2;GADD45GIP1;NDUFA9;NDUFA7;PTCD1;TRMT10C;FAHD1;MMAA;NUBPL;MMAB;TXNRD2;ATP5F1C;HSPE1;SUOX;SOD1;NUDT9;BCKDK;MTRES1;SUCLA2;TMLHE;TRMT5;DNAJA3;NDUFAB1;ETFBKMT;SSBP1;ABCE1;TRMT61B,GO_Cellular_Component_2023_upregulated
GO_Cellular_Component_2023,Lysosome (GO:0005764),234/503,4.189982409603681e-16,3.7290843445472774e-14,0,0,2.1123896344823483,74.7968968158113,IFITM3;SLC46A3;IFI30;ZFYVE26;ANPEP;ANKFY1;AP1S1;VPS35;ATP6V1E1;CHID1;VPS18;ARSA;ATP6V1G1;ATP6V0E1;SLC11A1;SLC11A2;HLA-F;MFSD12;RRAGA;WDR81;RRAGC;RRAGD;ATP6V0D1;ATP6V0D2;PI4K2A;SEH1L;TMEM63A;SDC4;SDC2;NPRL3;SDC3;VPS26A;GNS;NCSTN;NEU4;SNX1;AP5M1;SNX2;BLOC1S1;MYO6;ARSK;NEU1;VPS11;RDH14;ARSG;HLA-DQA1;ARSB;ATP6V1C1;VTI1B;CTSA;HLA-DRB5;ACE;FUCA1;FUCA2;TMEM192;GPR137B;GNPTG;PPT1;HLA-DRB1;LGMN;SLC35F6;HEXB;HEXA;CTSZ;PCSK9;CTSW;ABCC10;LITAF;RPTOR;CTSL;SMPD1;CTSK;HYAL2;GPR137;CTSH;IDS;CTSF;CTSD;CTSC;UBXN6;HLA-DPA1;CTSB;ATP6V0B;MANBA;ANXA2;STARD3NL;SLC2A13;GAA;PLAAT3;TMEM175;BACE1;VAMP8;TMEM106B;TLR7;VAMP4;KPTN;RAB7B;ATP6V0C;HLA-DQB2;SLC29A3;PCYOX1;RAB7A;CD63;ASAH1;GRN;AHNAK;STX17;IDUA;SLC66A1;CXCR4;WDR24;TMEM165;HLA-DMA;HLA-DMB;SLC17A5;AGA;GPC4;ATP6V0E2;CD74;SLC31A2;SORT1;LAPTM5;MEAK7;AP3D1;TMEM59;OSTM1;SNX14;RAB9A;GOPC;LAMTOR2;AGRN;CD68;CYB561;LAMTOR3;LAMTOR5;SCARB2;SPPL2A;LAPTM4A;LAMP1;NAGLU;LAMP2;SLC26A11;SLC39A8;HLA-DOA;AP5S1;AP2M1;RAB2A;SZT2;USP5;VPS33A;EPDR1;AP5B1;TOM1L1;PLA2G15;CHMP4C;SPNS1;RAB38;ARL8B;SIDT2;KCNE1;RAB5C;PSEN2;ADRB2;PSEN1;PLD3;PSAP;SLC38A7;ATP6V1H;SLC38A9;SLC15A3;ATP6V1D;CD164;HPS4;GLMP;MFHAS1;DAB2;MAN2B2;GNAQ;CHMP2B;GNB1;GNB4;HLA-DRA;PLEKHM2;CSPG4;TPP1;MAN2B1;ABCD4;RNF13;CPQ;ARRB1;ATRAID;SLC2A8;FYCO1;GM2A;MFSD1;ACP2;GUSB;SPG11;HSP90AA1;DTX3L;ATP6AP2;LMBRD1;NPC1;NPC2;TMBIM1;COL6A1;ATP6V1B2;CHMP3;CHMP5;LRP1;SRC;UNC93B1;CLN5;DRAM1;GNA11;DRAM2;RILP;MCOLN3;SLC12A4;CTNS;MCOLN1;TM6SF1;MTOR;RMC1;GALC;GALNS;P2RX4;CLCN4;RAB14;GLB1;RAB12;VPS41;OCIAD1;GLA,GO_Cellular_Component_2023_upregulated
