gene,mean_marco_spots,pct_marco_spots,mean_neighbors,pct_neighbors,mean_distant,pct_distant,log2fc_neighbor_vs_distant,pval,padj
Gm11423,0.0286,2.9,0.0341,3.4,0.0488,4.6,-0.416,0.14866028624996083,0.2766006422689593
1700001L05Rik,0.0286,2.9,0.0134,1.2,0.0212,2.1,-0.416,0.10202258794421812,0.2088986220451988
Pdcd4,0.4349,31.4,0.4793,34.3,0.6429,40.9,-0.416,0.00016798303567361564,0.0009931282307592082
Mtfp1,0.054,5.4,0.1119,10.1,0.1527,13.1,-0.416,0.01978852534233264,0.057781543580143195
Pheta1,0.3651,27.6,0.3869,28.0,0.5199,35.0,-0.417,0.00016173589996275277,0.0009585249863349008
Gm15952,0.0222,2.2,0.0207,2.1,0.031,2.9,-0.417,0.18984898404796724,0.33338386403224096
E4f1,0.1016,10.2,0.0718,6.7,0.0992,9.2,-0.418,0.02678312081575542,0.07360943978577647
Capn9,0.1587,12.4,0.1484,12.8,0.2019,16.5,-0.419,0.009356938679573153,0.03141442528155818
Gdpgp1,0.0667,5.7,0.0511,5.1,0.0717,6.7,-0.419,0.11002978067037898,0.2204069920045991
9430065F17Rik,0.0063,0.6,0.0073,0.7,0.0131,1.3,-0.42,0.20551063614195308,0.3533175081827781
Gpd1,0.1778,14.9,0.2421,18.5,0.3274,21.5,-0.42,0.04030530433761923,0.10157075916929226
Cldn10,0.0032,0.3,0.0146,1.5,0.0229,1.8,-0.42,0.5331212814468835,0.679012972904284
Gm16143,0.0032,0.3,0.0146,1.5,0.0229,2.2,-0.42,0.18940727269339463,0.3327283308294391
Zfp964,0.0127,1.3,0.0073,0.7,0.0131,1.3,-0.42,0.20551063614195308,0.3533175081827781
Tnfrsf19,0.0127,1.3,0.0073,0.7,0.0131,1.3,-0.42,0.17833826947853237,0.3178760921037461
Rap1gap,0.4698,31.7,0.6642,39.4,0.8923,48.1,-0.42,4.726428314143049e-07,5.107887749400373e-06
Whrn,0.0984,8.9,0.0827,8.0,0.1141,10.4,-0.42,0.04463939778939865,0.11028334797580693
Zfp60,0.0952,9.2,0.0377,3.8,0.0539,5.0,-0.421,0.14516466605964942,0.27195639230120466
Efna1,0.9016,47.9,1.0024,45.5,1.3469,49.4,-0.422,0.006419643053997237,0.022896360743308163
Kcnh3,0.0508,4.8,0.1095,9.4,0.1501,12.2,-0.422,0.027332010457336492,0.07476591012054683
Fermt1,0.1175,11.1,0.1156,9.6,0.1582,14.0,-0.422,0.0014403053265015196,0.0064346279911156375
Ehf,0.781,48.9,0.8917,47.0,1.1993,58.2,-0.423,2.189256533197667e-09,3.487275335795541e-08
Spdef,0.673,39.4,0.9173,45.0,1.2332,56.0,-0.423,3.1796173284834005e-09,4.935510259563968e-08
Pyroxd2,0.0635,6.3,0.0487,4.7,0.0687,6.4,-0.424,0.08822074794702973,0.18731503685900916
Gm4924,0.0222,2.2,0.0085,0.9,0.0148,1.5,-0.424,0.17131506278044695,0.308561669056845
Lrrn3,0.0063,0.6,0.0085,0.9,0.0148,1.4,-0.424,0.2566186491242861,0.41410337418408083
Nkx2-2,0.0095,1.0,0.0085,0.9,0.0148,1.5,-0.424,0.17131506278044695,0.308561669056845
Gigyf1,0.1079,10.5,0.0657,6.3,0.0916,8.6,-0.425,0.04011743511839189,0.10116721324100521
Slc12a2,0.8349,47.9,1.0669,53.4,1.4364,63.1,-0.426,4.241571494055031e-07,4.635862896611008e-06
Abcc8,0.0254,2.5,0.0255,2.4,0.0377,3.6,-0.426,0.09540133926727434,0.198432065751789
Slc35d1,0.527,34.0,0.7275,42.8,0.9809,42.4,-0.426,0.21525909996365855,0.36575331319943605
Lbhd1,0.0254,2.2,0.0268,2.7,0.0394,3.8,-0.427,0.13815512387282852,0.26271620128091244
Ttll10,0.0159,1.6,0.0182,1.8,0.028,2.8,-0.427,0.1416105113052364,0.2672769009197561
Plekhh1,0.2984,23.2,0.3625,27.1,0.4907,31.7,-0.427,0.002397137246072144,0.009936542487908708
Tnfsf13os,0.2063,17.8,0.191,15.7,0.2604,20.3,-0.428,0.002740765641799031,0.011099226055922748
Rbp2,0.2825,19.4,0.4416,25.3,0.5975,24.6,-0.428,0.8446570907923332,0.9048625262137495
Pnpo,0.4984,35.2,0.635,34.1,0.8579,39.4,-0.428,0.0005562356921001273,0.002841881590888853
Fam117b,0.2952,25.1,0.2092,17.9,0.285,23.0,-0.428,0.0013933135553293719,0.006264973215966369
Lrrc56,0.0286,2.9,0.0365,3.4,0.0526,5.0,-0.429,0.06028015087755225,0.13974383245223465
Slc1a4,0.3333,24.4,0.3066,22.9,0.4165,28.9,-0.43,0.0004992805752021239,0.0025824186007707165
Rccd1,0.0508,5.1,0.0195,1.9,0.0297,2.8,-0.43,0.1647405953492318,0.2996851632225241
Arhgap20,0.0095,1.0,0.0377,3.2,0.0543,5.0,-0.43,0.02705253627713531,0.0742240610792932
Stard4,0.5111,32.1,0.5316,34.1,0.7197,44.1,-0.43,1.0194929194048627e-06,1.0280180502443919e-05
Palb2,0.0317,2.9,0.0195,1.9,0.0297,2.9,-0.43,0.13346017467798238,0.2560575159403604
Rad9b,0.019,1.9,0.0109,1.1,0.0182,1.8,-0.431,0.15614011285945736,0.2869681807195292
AI427809,0.0159,1.6,0.0109,1.1,0.0182,1.8,-0.431,0.15614011285945736,0.2869681807195292
Gm4675,0.0095,1.0,0.0109,1.1,0.0182,1.7,-0.431,0.20110288141392496,0.34758258027843864
Insm1,0.019,1.9,0.0207,2.1,0.0314,2.8,-0.432,0.23081967662434122,0.38468188482304544
Sox9,0.273,22.9,0.281,22.7,0.3825,28.4,-0.432,0.0008287585161516479,0.004018748922954036
Pyy,3.1651,65.7,2.9489,63.6,3.9869,59.9,-0.434,0.09886161366015415,0.20371272488565306
Zbtb9,0.1016,9.2,0.0718,6.8,0.1005,9.2,-0.434,0.03151819973513945,0.08358452423399122
Fkbp5,0.9238,49.8,1.0462,50.4,1.4169,55.6,-0.434,0.00010635534245818923,0.0006654506011181127
Xndc1,0.1111,10.5,0.062,6.1,0.0874,7.9,-0.434,0.07697558121405561,0.16861564551859307
Fcer2a,0.0286,2.9,0.0231,2.2,0.0348,2.9,-0.435,0.28689811710360447,0.44819383583069516
Gsta3,0.1206,10.5,0.0876,8.0,0.1221,10.9,-0.437,0.01895380683328751,0.055813318971644404
Gstm6,0.0317,3.2,0.0462,4.5,0.0662,6.1,-0.438,0.09213462979306075,0.19351322632942988
Smim5,0.0857,7.9,0.0791,7.5,0.1107,10.1,-0.438,0.029323165450798473,0.0788235643133015
Etfbkmt,0.1016,9.5,0.1557,12.8,0.2146,17.9,-0.439,0.0006881903360550841,0.0034376532671618392
Siglecg,0.0127,1.3,0.0158,1.5,0.025,2.2,-0.44,0.21390726641345437,0.3640762558084958
Lrat,0.0063,0.6,0.017,1.7,0.0267,2.5,-0.442,0.2072048243814223,0.3554344689101026
Amot,0.0476,4.4,0.0547,4.7,0.078,7.0,-0.443,0.022238493014076308,0.06349938386856896
Galnt6,0.6476,42.5,0.68,41.6,0.9288,51.5,-0.444,1.5110781140753064e-07,1.7910756102739884e-06
Isx,0.6159,35.6,0.8029,40.3,1.0958,48.9,-0.444,3.162345082314218e-06,2.8641699004374147e-05
Erich4,0.0603,5.1,0.0803,6.8,0.1128,9.4,-0.444,0.022143865022185703,0.06332744764494772
Acsm3,0.1587,13.0,0.2518,20.7,0.3465,26.6,-0.445,0.0004907699948013503,0.0025429066030349797
Scnn1g,0.0286,2.9,0.0474,4.3,0.0683,5.9,-0.446,0.0752089864305184,0.1655515868501647
Stamos,0.0222,2.2,0.0073,0.7,0.0136,1.3,-0.446,0.20525292046740162,0.3531199254688748
Noxa1,0.2698,22.9,0.3637,27.7,0.4992,35.9,-0.446,7.995348280345023e-06,6.632184579790462e-05
Plekhg1,0.0889,8.3,0.0511,4.9,0.0734,6.9,-0.448,0.038638913163450486,0.0986422730451432
Cbfa2t3,0.1429,13.7,0.1642,14.2,0.2277,18.2,-0.448,0.006890115933702785,0.024265913972642366
Glyctk,0.0127,1.3,0.0085,0.9,0.0153,1.5,-0.449,0.17107164197377367,0.308237383062402
H2-T3,0.1016,8.3,0.2543,16.9,0.3507,21.1,-0.449,0.005702640705898036,0.02077583783764251
Htr4,0.0127,1.3,0.0231,2.3,0.0352,3.4,-0.449,0.13640353010449421,0.26011524385712176
Pms1,0.0032,0.3,0.0085,0.7,0.0153,1.5,-0.449,0.08566652227056835,0.18270667144350386
Tcte2,0.0159,1.3,0.0085,0.9,0.0153,1.5,-0.449,0.14906412463873722,0.27710468118280224
Foxo6,0.0127,1.3,0.0085,0.9,0.0153,1.5,-0.449,0.17107164197377367,0.308237383062402
Galntl6,0.0381,3.5,0.0231,2.3,0.0352,3.4,-0.449,0.13640353010449421,0.26011524385712176
Cenpu,0.0349,3.2,0.0377,3.4,0.0551,5.4,-0.449,0.02434651561732815,0.0681711781562915
Pank1,0.1111,9.8,0.0998,9.2,0.1399,12.3,-0.45,0.015475397958308289,0.047362215039239666
Trpm5,0.0095,1.0,0.0243,2.3,0.0369,3.1,-0.45,0.24550975168146705,0.40101117057923275
Acot1,0.073,6.7,0.0547,4.9,0.0785,7.3,-0.45,0.01707922671688789,0.05129744689709988
Lyplal1,0.0222,2.2,0.0243,2.3,0.0369,3.4,-0.45,0.11176103287410799,0.22301767377818785
Fgf13,0.0254,2.2,0.0414,3.0,0.0602,2.5,-0.451,0.41906281916337396,0.580568324573945
Zfp239,0.0921,9.2,0.0572,5.6,0.0818,7.6,-0.451,0.0484531961901006,0.11773198761194968
Rab17,0.1429,12.7,0.1813,15.3,0.2515,18.6,-0.451,0.01931444868979311,0.05663527347925467
Ms4a14,0.0222,2.2,0.0109,1.1,0.0187,1.7,-0.452,0.20045634777201815,0.3467937598223283
Kcnk5,0.2889,21.6,0.3431,24.6,0.4729,30.2,-0.452,0.0009320787728921601,0.0044444318219835
Eldr,0.0349,3.2,0.0268,2.4,0.0403,3.7,-0.452,0.07620602998376298,0.16718120335183967
Cdkn2b,0.4889,30.2,0.5973,30.5,0.821,35.7,-0.452,0.000773265458818222,0.0037836070790129707
4930515G01Rik,0.0222,2.2,0.0109,1.1,0.0187,1.9,-0.452,0.13708668423147102,0.26118532274935474
Slc25a34,0.0794,7.0,0.1423,11.8,0.1985,15.6,-0.453,0.006444655802952586,0.022951909402216544
Etv5,0.2508,21.9,0.2883,21.9,0.3986,27.0,-0.454,0.00207629428453356,0.008748255820279865
Tspan33,0.0698,6.3,0.0803,7.8,0.1137,10.0,-0.454,0.05693280138368942,0.1334897163730375
Mogat2,0.0603,5.1,0.0462,3.8,0.067,5.8,-0.454,0.028116442311616804,0.07648154544533944
A130010J15Rik,0.0762,7.6,0.0852,7.8,0.1204,10.4,-0.455,0.025774778112813503,0.0714437286177929
A2m,0.0381,1.3,0.0316,3.0,0.0471,2.1,-0.455,0.14392361221429353,0.27047777251658384
A930015D03Rik,0.0222,2.2,0.0134,1.3,0.0221,2.2,-0.455,0.12458515584738551,0.2428944426735973
Arhgef28,0.0794,7.6,0.1095,9.6,0.1539,13.4,-0.456,0.004955586452635127,0.018473929977107596
Elmod3,0.1048,8.9,0.1095,9.5,0.1539,13.5,-0.456,0.003095670687059923,0.012317679573190982
Slc12a8,0.2857,23.5,0.3273,23.2,0.4525,30.4,-0.456,4.315971745464642e-05,0.0002995664414107335
Gal3st2b,0.0063,0.6,0.0146,1.5,0.0237,2.3,-0.456,0.13339397568176126,0.2559641634892923
Celsr2,0.0063,0.6,0.0146,1.3,0.0237,2.2,-0.456,0.11032806738860801,0.22091352151326737
Sgk1,1.5397,66.3,1.7324,60.6,2.3817,60.5,-0.457,0.009951460451442934,0.03303375851380175
Avil,0.0286,2.9,0.0365,3.5,0.0539,4.1,-0.458,0.4474533958515716,0.6056955653465332
Zbtb6,0.1587,14.0,0.1192,10.6,0.1675,15.1,-0.458,0.0014415253713070018,0.006438107343967083
Gm15635,0.0349,3.2,0.0401,3.3,0.0589,5.0,-0.459,0.04369451301463914,0.10844474220047622
Prdm9,0.0159,1.6,0.0195,1.9,0.0305,3.0,-0.46,0.1192636556145995,0.2343627689923107
Axin2,0.0698,6.7,0.0852,7.5,0.1209,10.9,-0.46,0.006575962806352318,0.02333978917720425
Cgref1,0.7651,37.1,0.9732,47.4,1.3444,56.4,-0.462,1.462300161220258e-07,1.7360798740736195e-06
Stra6l,0.0349,3.5,0.0718,6.6,0.1026,9.2,-0.462,0.02135290382393479,0.06145171986095316
Etnppl,0.0095,1.0,0.0231,2.1,0.0356,3.5,-0.462,0.041103600700099045,0.10324369733433382
Gcnt3,1.473,53.3,2.0414,59.6,2.8147,68.2,-0.462,7.781096907092928e-09,1.1330737023093104e-07
Ivns1abp,2.2159,78.1,2.2956,73.0,3.1701,83.1,-0.464,2.3693655536438907e-17,1.0258579463862911e-15
Fgfbp1,0.5841,34.3,0.7226,38.6,1.0008,45.6,-0.464,8.705154230742929e-06,7.160562091631548e-05
Scml4,0.0762,7.0,0.0815,7.5,0.1162,10.6,-0.464,0.010985957422433919,0.03586042611873228
Mphosph9,0.0476,4.8,0.0255,2.6,0.039,3.7,-0.464,0.10926107641954373,0.21926289180291364
Sass6,0.0381,3.2,0.0304,2.9,0.0458,4.5,-0.465,0.05534419498641381,0.13038193949702162
Cth,0.2952,20.3,0.3856,26.8,0.536,33.2,-0.465,0.0001457040274597104,0.0008792255850556801
Calcb,0.0921,5.4,0.0925,5.7,0.1315,2.6,-0.465,2.4840528923460568e-05,0.00018314712355847052
BC002059,0.0476,4.4,0.0377,3.5,0.056,5.4,-0.468,0.03427702105977935,0.08948577818630177
Cldn14,0.0381,3.8,0.0377,3.5,0.056,5.0,-0.468,0.07278601874553489,0.16179475921939362
Agr2,19.6159,98.4,22.6046,96.2,31.293,98.1,-0.469,3.292355177606878e-17,1.4046419414170162e-15
Fahd1,0.3714,25.7,0.4428,27.6,0.617,37.2,-0.47,2.9383512426247257e-07,3.3048658625071618e-06
Sema5a,0.1333,12.7,0.0973,8.8,0.1387,12.4,-0.47,0.0047124771669608155,0.017717019928658918
Chgb,0.727,38.1,1.0961,41.6,1.5225,46.3,-0.47,0.0017602384476949754,0.007630314673296906
Creb3l4,0.1714,15.2,0.2445,18.7,0.3427,25.8,-0.47,3.799122947579776e-05,0.0002688312460142411
Ccl20,0.0413,3.5,0.0535,3.4,0.078,3.3,-0.471,0.8895295265994057,0.9349607637668872
6030445D17Rik,0.0095,1.0,0.0049,0.5,0.0106,1.1,-0.471,0.13639063342014585,0.26011524385712176
Gm48619,0.0127,1.3,0.0061,0.6,0.0123,1.2,-0.471,0.13576334397389603,0.2594189303199472
Bcl11b,0.0635,6.0,0.0535,5.1,0.078,7.2,-0.471,0.04005789374521245,0.10105199302150672
Dmgdh,0.0127,1.3,0.0049,0.5,0.0106,1.0,-0.471,0.16032587699244338,0.2935150403007204
1700123M08Rik,0.0063,0.6,0.0049,0.5,0.0106,1.1,-0.471,0.13639063342014585,0.26011524385712176
Greb1l,0.0032,0.3,0.0073,0.7,0.014,1.4,-0.472,0.1540659813310813,0.28437403334621214
Kif12,0.0413,3.8,0.0669,5.4,0.0967,8.9,-0.472,0.0016907788614242874,0.007370825923824852
Gpr55,0.0095,1.0,0.0109,1.1,0.0191,1.9,-0.473,0.1368513062083729,0.2608019284137473
Olfr1318,0.0095,1.0,0.0097,1.0,0.0174,1.7,-0.473,0.14300537429825042,0.2692376021142931
Nlrp6,0.6698,39.4,0.9635,47.7,1.3414,58.9,-0.473,4.2130940453495596e-10,7.626954741401417e-09
Fzd9,0.0159,1.6,0.0122,1.2,0.0208,1.9,-0.474,0.18925435013840686,0.332539766723205
C2cd4c,0.0127,1.3,0.0122,1.2,0.0208,2.1,-0.474,0.11507030001816444,0.22790698351636182
Carf,0.0222,2.2,0.017,1.6,0.0276,2.7,-0.475,0.06958490669781074,0.1564186371326077
Anxa9,0.0254,2.5,0.0195,1.9,0.031,2.9,-0.475,0.14732667150520887,0.27474993148421556
Nectin4,0.0254,2.5,0.0158,1.6,0.0259,2.5,-0.475,0.1414195708812094,0.26703962702710915
Zan,0.0286,2.9,0.0487,4.6,0.0717,6.9,-0.477,0.02272986736998387,0.06454146535590237
Nek3,0.1079,9.5,0.073,6.8,0.1056,9.2,-0.478,0.034961061243676934,0.09077572237497346
Ppp1r9a,0.0762,6.7,0.0766,7.3,0.1107,10.0,-0.478,0.01964976256380682,0.05745685081533172
Abhd3,0.0254,2.2,0.0535,5.1,0.0785,6.7,-0.478,0.10588989966308332,0.21408334848053884
Iglc3,0.327,21.6,0.3783,19.3,0.531,15.2,-0.478,0.006383657364595933,0.02280703834642979
Bco2,0.181,15.9,0.2384,18.2,0.3367,25.2,-0.481,4.858481749465236e-05,0.0003323493071094574
Map3k21,0.1016,8.9,0.1411,11.9,0.201,17.4,-0.482,0.0002442086910144476,0.001375240837742881
Cd24a,2.8635,81.9,2.9039,80.3,4.0585,84.0,-0.482,6.4990572384931625e-09,9.588245112927578e-08
Tox,0.1048,8.9,0.1095,10.6,0.1569,13.7,-0.482,0.015678917903326043,0.04781005039235743
Nqo1,0.254,20.3,0.3333,23.6,0.4699,27.6,-0.483,0.01048716705731533,0.034417061298535306
Eci3,0.0698,5.7,0.0669,6.0,0.0975,8.4,-0.484,0.021576712404654707,0.0619979934415748
Gsdme,0.1175,10.2,0.146,12.9,0.2082,16.9,-0.484,0.005212792953548365,0.0193143377311387
Oxsm,0.1587,13.7,0.1265,11.7,0.1811,15.4,-0.485,0.007470965505945265,0.026035074682886877
Slc10a4,0.019,1.3,0.0316,2.1,0.0483,2.2,-0.487,0.7490994075832433,0.8448720303043289
Slc6a7,0.0222,2.2,0.0182,1.7,0.0297,2.8,-0.49,0.0748814930035957,0.16516944284436355
Trmt61b,0.1111,10.2,0.062,5.8,0.0912,8.2,-0.49,0.02532895727328503,0.07044887830242125
Zswim5,0.0254,2.5,0.0207,1.8,0.0331,3.1,-0.49,0.05013874965761465,0.12090142063365647
2610318N02Rik,0.0254,2.5,0.0195,1.9,0.0314,3.1,-0.49,0.09527584447617185,0.19828410308826466
Gm10767,0.0159,1.6,0.0158,1.5,0.0263,2.5,-0.491,0.08198506733627503,0.17690684967518322
Cldn15,0.7683,45.4,1.0024,50.6,1.4131,59.0,-0.491,2.16590544820054e-08,2.9425257350739364e-07
Slc4a4,0.1429,12.7,0.1691,13.9,0.2417,19.6,-0.491,0.00019276264954793394,0.0011169975454940048
Acsf2,0.2667,21.9,0.3516,23.5,0.4983,31.3,-0.491,6.301668975319044e-06,5.342687508360266e-05
Slc2a10,0.0667,6.0,0.0499,4.5,0.0742,7.1,-0.492,0.008916926018716971,0.03015222886190019
Frmd8os,0.0286,2.5,0.0134,1.3,0.0229,2.3,-0.493,0.09682489678538497,0.20080756939645023
Tiam2,0.054,5.4,0.0462,4.6,0.0691,6.4,-0.493,0.05989795301856229,0.13905664797038064
9030616G12Rik,0.0095,1.0,0.0122,1.2,0.0212,2.0,-0.493,0.14768264397805064,0.2751685806082571
Gm42595,0.019,1.9,0.0122,1.2,0.0212,2.0,-0.493,0.14768264397805064,0.2751685806082571
Fmo4,0.0063,0.6,0.0097,1.0,0.0178,1.8,-0.495,0.10892586503071301,0.2188566919117507
Epb41l5,0.0825,7.9,0.0633,6.0,0.0933,8.5,-0.496,0.018315135360873848,0.05432733076855262
Fgfr3,0.0921,8.6,0.1144,10.7,0.1654,14.0,-0.496,0.012538259288742368,0.039805426736736274
Rhbdl3,0.0444,4.1,0.0353,3.5,0.0539,5.0,-0.496,0.07290025043648607,0.16194999301442878
Fam163a,0.0032,0.3,0.0073,0.7,0.0144,1.1,-0.497,0.40408137182893467,0.5664282156168686
Cbs,0.2127,16.2,0.2835,21.0,0.4042,28.5,-0.497,2.7278788739817652e-05,0.0001992116148662059
Wnk4,0.127,10.2,0.1277,11.3,0.1845,15.6,-0.498,0.0021553138631958063,0.009044631745150996
Tsku,0.0794,7.6,0.0985,8.5,0.1433,11.5,-0.499,0.01628709601909333,0.04923244624292329
Il17rb,0.0159,1.0,0.0061,0.6,0.0127,1.3,-0.499,0.11621481227156716,0.22951953517250087
Bricd5,0.0032,0.3,0.0049,0.5,0.011,1.1,-0.5,0.11575171290598991,0.22888375701467664
Ankrd42,0.0159,1.6,0.0049,0.5,0.011,1.1,-0.5,0.11575171290598991,0.22888375701467664
4931406C07Rik,1.2952,50.2,1.7664,60.5,2.5038,61.0,-0.501,0.00167531805562187,0.007316541679011884
Hdac8,0.0857,7.9,0.0389,3.8,0.0594,5.6,-0.504,0.044280885332931036,0.10954601524123377
Mmp7,0.0952,7.9,0.1131,8.8,0.165,11.5,-0.507,0.030118014032592542,0.08050158039201091
Cipc,0.3111,24.8,0.4927,31.9,0.7048,39.9,-0.508,1.6423058039221757e-06,1.589050662137166e-05
Ppip5k2,0.2063,17.8,0.1959,16.3,0.2829,23.4,-0.509,2.1742149478606047e-05,0.00016268702720120042
Btnl2,0.0508,4.4,0.0438,4.4,0.0666,5.8,-0.51,0.11073156284736256,0.22157788943614906
Clic6,0.0349,3.2,0.0572,5.7,0.0857,8.0,-0.51,0.030988811019896173,0.08236877034234985
Gm44386,0.0,0.0,0.0134,1.2,0.0233,2.2,-0.511,0.07789310590913667,0.1701149990001816
Glt1d1,0.0286,2.9,0.0414,4.0,0.0632,6.0,-0.511,0.029424598993646574,0.07902343528737293
Faah,0.0698,6.3,0.1095,9.7,0.1603,14.0,-0.511,0.0014784016353862667,0.006574629156330697
D730003I15Rik,0.0857,7.3,0.0657,6.4,0.098,9.2,-0.512,0.015203526411765493,0.0468203152963424
Foxa2,0.1302,10.8,0.1192,10.7,0.1743,15.4,-0.512,0.0009358268025681163,0.0044579330317569
Slc35d3,0.019,1.9,0.0122,1.0,0.0216,1.5,-0.513,0.24247205298688024,0.3980385345265203
Sox21,0.0095,1.0,0.0122,1.2,0.0216,2.0,-0.513,0.1476826461245583,0.2751685806082571
Aldh1b1,1.0222,51.7,1.3601,56.7,1.9461,64.7,-0.514,1.3858420415118101e-09,2.2848385568021268e-08
Tbc1d32,0.0508,4.8,0.0487,4.4,0.0738,6.7,-0.514,0.016833153639627334,0.0506645928817119
Ms4a10,0.0286,2.9,0.0231,2.3,0.0373,3.4,-0.515,0.13603719097616265,0.25980610648340174
Cryzl2,0.0698,6.3,0.0596,5.8,0.0895,8.1,-0.515,0.029452098443565954,0.07902364918384949
Slc25a35,0.1556,12.4,0.2056,16.5,0.2981,22.6,-0.515,0.0001530619691534635,0.0009149230610070405
Fam161b,0.0349,3.2,0.0109,1.1,0.0199,2.0,-0.515,0.10493547288395733,0.21286159945083016
Gfra3,0.0222,1.9,0.0109,1.1,0.0199,2.0,-0.515,0.10493547288395733,0.21286159945083016
Mfap3l,0.1556,13.7,0.1533,12.4,0.2235,16.2,-0.516,0.006166502919262574,0.02216143943225621
Pdss1,0.1746,14.9,0.219,18.2,0.3176,24.4,-0.517,0.00017363602268288255,0.001021170176124925
Cyp2s1,0.2476,18.7,0.3491,23.4,0.5038,30.7,-0.517,1.2992646912243565e-05,0.00010258425925137763
Frg2f1,0.0063,0.6,0.0097,1.0,0.0182,1.7,-0.517,0.1248110417963559,0.2432048492054793
Ankle1,0.0222,2.2,0.0085,0.9,0.0165,1.6,-0.519,0.11208750269474528,0.22348575455302383
Lrrc31,0.0222,2.2,0.0085,0.9,0.0165,1.7,-0.519,0.0971766293031231,0.20117823469947063
Rsad2,0.1778,14.0,0.1034,8.8,0.1527,10.4,-0.52,0.16021595437760283,0.2933506073941025
Reps2,0.0794,7.0,0.0827,7.5,0.123,10.9,-0.52,0.006013615026953262,0.021702858485845914
Dync1i1,0.0317,3.2,0.017,1.7,0.0288,2.7,-0.523,0.10593501155060399,0.21411521727868996
1810019D21Rik,0.0127,1.3,0.017,1.7,0.0288,2.7,-0.523,0.10568758583618998,0.21386976805405333
Sct,0.9841,34.3,1.1411,39.7,1.645,42.1,-0.524,0.022000574631865555,0.06295555686478728
Tmem171,0.7238,36.5,1.0292,44.6,1.4847,51.4,-0.524,1.4426380145455811e-05,0.00011274521301678937
BC051142,0.0063,0.6,0.0061,0.6,0.0131,1.3,-0.525,0.11607370249044206,0.22939609820371665
Gm35696,0.0,0.0,0.0061,0.6,0.0131,1.3,-0.525,0.11607370249044206,0.22939609820371665
Kbtbd11,0.3968,27.0,0.5803,32.4,0.8393,36.8,-0.525,0.0019341180846344174,0.00824203182619766
Rep15,0.4159,26.7,0.4781,28.5,0.6934,40.5,-0.527,1.0256870191361422e-09,1.7450750300239108e-08
Dgke,0.0571,5.7,0.0414,4.0,0.064,5.6,-0.528,0.06831120419720076,0.15412136197708287
Slc17a2,0.0063,0.6,0.0049,0.5,0.0115,1.1,-0.529,0.11563024413666226,0.22870555675722368
Amn,0.0413,3.8,0.0742,6.1,0.1115,9.2,-0.529,0.004874541192851758,0.018232358509330943
Gm14023,0.0063,0.6,0.0049,0.5,0.0115,1.1,-0.529,0.11563024413666226,0.22870555675722368
Serpinf2,0.0095,1.0,0.0049,0.5,0.0115,1.1,-0.529,0.13610983854622086,0.2598768194488234
Gm47112,0.0063,0.6,0.0049,0.5,0.0115,1.1,-0.529,0.11563024413666226,0.22870555675722368
Slc10a5,0.019,1.9,0.0219,2.1,0.036,3.6,-0.53,0.035875402383391986,0.09274837821227125
Reg3g,5.4603,61.3,4.9538,67.2,7.1582,68.2,-0.53,0.11869667637703017,0.23337868279440063
Zfp280b,0.0952,9.2,0.062,5.7,0.0941,8.7,-0.532,0.006610165942867802,0.02344407663402628
AI838599,0.0254,2.2,0.0122,1.2,0.0221,2.0,-0.532,0.16674417260570407,0.3022691293936921
Cxcr3,0.0762,7.6,0.0122,1.1,0.0221,2.1,-0.532,0.07008207315691853,0.15731808145116896
Acvr1c,0.0159,1.6,0.0207,2.1,0.0344,3.2,-0.532,0.08944628912747278,0.18933857604221027
Ggt1,0.2889,22.5,0.3102,22.4,0.4534,23.9,-0.533,0.15242374264972613,0.2819491416077781
Igsf9,0.0984,9.2,0.0681,6.2,0.1031,9.3,-0.533,0.006146988473402196,0.022113093889401244
Acss1,0.2476,20.3,0.3224,23.8,0.4712,31.8,-0.534,6.448370616326045e-06,5.456169861910635e-05
5330417C22Rik,0.473,30.2,0.6083,37.0,0.8851,46.4,-0.534,2.478463439327093e-07,2.827463646850791e-06
Ano7,0.1365,11.4,0.1521,11.9,0.2248,18.4,-0.535,3.373083676668039e-05,0.00024050351350290682
Serpini1,0.0317,3.2,0.0268,2.3,0.0433,2.6,-0.535,0.6125863572020542,0.7444817206342806
Hpn,0.0413,3.8,0.0182,1.7,0.031,3.0,-0.536,0.045706556968984756,0.11233019584545335
Trdmt1,0.0413,4.1,0.0474,4.4,0.0734,6.2,-0.537,0.047152464805835674,0.11512744544543982
Trim36,0.0921,8.9,0.1144,9.7,0.1705,14.4,-0.537,0.0006954803408542511,0.003465762859769255
Mettl7b,1.6952,54.3,2.4854,61.7,3.6141,63.4,-0.538,0.006425281598399828,0.02289766232959247
D930048N14Rik,0.0413,3.8,0.0243,2.4,0.0399,3.7,-0.538,0.08366970101568647,0.1796122712255232
Wdr25,0.0349,3.2,0.017,1.7,0.0293,2.8,-0.538,0.07418233245650056,0.16413733688255583
Pex11a,0.1556,12.4,0.1436,11.9,0.2133,17.4,-0.54,0.00020012635299956015,0.0011546238104454655
Snhg14,0.0286,2.5,0.0231,2.2,0.0382,3.7,-0.541,0.0385069506083036,0.09836395593938338
Cps1,0.0032,0.3,0.0085,0.9,0.017,1.5,-0.542,0.17034268879485925,0.3073342866402878
Pck1,0.2984,21.3,0.4416,27.0,0.6476,35.0,-0.542,2.3654955618554443e-06,2.1928173915522734e-05
