names,scores,logfoldchanges,pvals,pvals_adj
RPL21,9.4843235,4.6883893,2.439602798945084e-21,8.634932044748901e-19
H3F3A,9.327093,2.1530044,1.0881453467980754e-20,3.786192512613168e-18
FCER1G,9.293396,3.40975,1.4944206417262805e-20,5.113160225666469e-18
HCST,9.125113,1.2224159,7.166195839095775e-20,2.3728199093676963e-17
RPL18A,9.102007,2.6093543,8.867778756578944e-20,2.8896290491080817e-17
CLEC12A,9.049932,1.8697579,1.4305744842814093e-19,4.518194398125085e-17
UBA52,9.044913,2.1789064,1.497836482959e-19,4.658952296767471e-17
CDC42,8.936811,1.3586717,4.005609834229437e-19,1.2273308102521807e-16
PFDN5,8.919656,1.3665123,4.677399581423883e-19,1.3916280580732014e-16
LIMD2,8.9179535,1.2599913,4.749846239262378e-19,1.392994192083105e-16
RPL26,8.904042,3.1027625,5.384883052869938e-19,1.5569896365122107e-16
RPL36,8.891514,1.6770726,6.028172377900157e-19,1.7187826492487822e-16
RPS27,8.854662,2.603571,8.393811694383303e-19,2.360500825671162e-16
EEF1D,8.848819,1.3650302,8.845062811866456e-19,2.4537877630379255e-16
RPS15A,8.791927,3.1874447,1.4701525815430478e-18,4.0241016461996304e-16
FXYD5,8.751226,1.1498902,2.1104721105159787e-18,5.700773941681912e-16
S100A11,8.632134,2.5278409,6.0217469579663704e-18,1.6054603025985924e-15
UQCRB,8.603058,1.2502055,7.761949756517316e-18,2.0428854686095384e-15
TCEB2,8.561592,1.1767887,1.1131912213755321e-17,2.8565878229522876e-15
IFITM2,8.535907,1.717403,1.3906041552753526e-17,3.5244089757589767e-15
ANXA1,8.513733,1.1570174,1.6842206794567924e-17,4.216508088849816e-15
KLF6,8.506632,0.85768086,1.790594512231858e-17,4.42880900501299e-15
VIM,8.475483,2.9361613,2.3410574483015913e-17,5.7213771852599245e-15
RP11-290F20.3,8.466726,1.832271,2.523871308564342e-17,6.095594599237339e-15
RPLP2,8.431839,2.728993,3.4027596112037265e-17,8.034951333709825e-15
LINC00936,8.431757,1.2488048,3.40513793186592e-17,8.034951333709825e-15
CORO1A,8.419438,0.963326,3.782935548656593e-17,8.725829649255192e-15
LGALS1,8.399482,3.2213933,4.4845267276256034e-17,1.019671354620666e-14
GMFG,8.398558,0.99902713,4.519951934847319e-17,1.019671354620666e-14
RPS15,8.380457,2.3271322,5.272270735291433e-17,1.1764613687478025e-14
RPL37,8.307881,1.3360286,9.742564223969605e-17,2.1505924833749678e-14
FLNA,8.252623,1.3204623,1.5495634189423586e-16,3.348524992365019e-14
ALDOA,8.250429,1.0177195,1.578265399018691e-16,3.375021914214032e-14
IFITM3,8.215521,1.903251,2.1124555063653886e-16,4.470783411358254e-14
RPL38,8.211131,1.1330266,2.1911394587681695e-16,4.589989994801199e-14
TYMP,8.179024,1.4918673,2.8615334941714323e-16,5.933779909277306e-14
LRRFIP1,8.165746,0.9254066,3.1945669315937656e-16,6.558126453868842e-14
H3F3B,8.123807,1.2079433,4.51785153697604e-16,9.182868732928825e-14
GAPDH,8.108996,2.1561577,5.103944546437943e-16,1.0272438979786719e-13
CFD,8.060853,1.451146,7.576415985700425e-16,1.5100606191305245e-13
COTL1,8.008177,1.7901757,1.164212951819078e-15,2.2980892007590245e-13
DAZAP2,7.967603,0.96210575,1.6178141700905297e-15,3.163057818836998e-13
PTPRC,7.929997,0.989221,2.1915116368772327e-15,4.204630130229225e-13
PLAC8,7.8441367,1.5066799,4.359423788634291e-15,8.286538051562348e-13
EVI2B,7.8035946,1.1094192,6.016818815120975e-15,1.131158474352216e-12
CEBPB,7.8026705,0.9831322,6.061056660272968e-15,1.131158474352216e-12
LTA4H,7.774515,1.6195029,7.57370429158282e-15,1.4007259045216549e-12
TMSB10,7.731539,4.7750688,1.0625449278756467e-14,1.947587930746353e-12
C10orf54,7.6997223,0.97047675,1.3636249490199161e-14,2.477332440569014e-12
RPS12,7.6630754,2.502844,1.8153248739198914e-14,3.2690179242720574e-12
RPL36A,7.6367893,0.8491016,2.2270553778396007e-14,3.941312056178376e-12
RPL29,7.632155,0.9078137,2.3086214689803574e-14,4.050742746726304e-12
RPL35A,7.628753,1.3606033,2.37034518950216e-14,4.123797999600834e-12
RPS29,7.609458,0.41474175,2.7524751356842526e-14,4.7483665597026916e-12
BRI3,7.5573583,1.199723,4.11337830927251e-14,7.036961942587946e-12
MT-ND2,7.5495143,1.7818615,4.36884322270454e-14,7.412229960239795e-12
POU2F2,7.54526,1.512672,4.513858798533493e-14,7.595492399597874e-12
RHOB,7.5262775,1.1708268,5.2207325370491586e-14,8.713529939274974e-12
RPL7,7.429488,1.598782,1.09018696771912e-13,1.8048748597020818e-11
RPLP1,7.361398,3.0955672,1.8199356948924184e-13,2.965195228606862e-11
RPL10,7.3386984,3.5066805,2.1568134588714777e-13,3.4591580857166066e-11
B2M,7.2905397,7.616719,3.087154076770024e-13,4.81022781713499e-11
CD300E,7.2902875,2.0498505,3.0929420422905094e-13,4.81022781713499e-11
RPL11,7.2566547,1.6425847,3.967802789623225e-13,6.124437854750014e-11
FAU,7.242609,1.468371,4.4013435672153425e-13,6.742924036668938e-11
LY6E,7.157893,1.3315097,8.192643389026498e-13,1.2458279713579628e-10
H1FX,7.130082,1.1931739,1.0030910760451148e-12,1.503099029206581e-10
PTP4A2,7.0680127,0.7974379,1.571679180758869e-12,2.3212231584027927e-10
GLIPR2,7.0200677,1.2932642,2.217605252343223e-12,3.2213693247310647e-10
RPS28,7.0193996,1.0495522,2.228235394377764e-12,3.2213693247310647e-10
CARD16,7.0174522,0.9623465,2.259507108082271e-12,3.243735763763702e-10
PRELID1,7.0137486,0.99222136,2.320160925830693e-12,3.307679419887382e-10
RPS11,6.9768605,0.845221,3.01849314852407e-12,4.244290811373331e-10
RPL37A,6.831952,0.6633312,8.376695367421598e-12,1.14643452798532e-09
RPS9,6.807162,1.2930789,9.954289456390485e-12,1.3533219089419885e-09
TIMP1,6.7925296,4.790136,1.1018420972961677e-11,1.4881392378548044e-09
OAZ1,6.7831964,1.3121984,1.1754560863275324e-11,1.5771854899488833e-09
RETN,6.7654257,1.755019,1.3291763597793394e-11,1.7718611357084454e-09
RP11-386I14.4,6.7475986,1.9572599,1.503122861594558e-11,1.9780518734406847e-09
RPS16,6.74135,0.70641327,1.5692139587280564e-11,2.05187218845403e-09
VMP1,6.714986,1.0814954,1.880845193703769e-11,2.428419558587715e-09
RPL14,6.6909637,1.0508318,2.217059316608735e-11,2.8269571869975602e-09
CYBA,6.689698,1.002194,2.236312311443103e-11,2.833904656889843e-09
DUSP6,6.62485,0.9798875,3.476014539793497e-11,4.377859048308019e-09
SLC11A1,6.61037,1.8651558,3.833598303800342e-11,4.7987768035803186e-09
RPL41,6.5781097,1.6142918,4.7646706742010946e-11,5.928116622465107e-09
TGFB1,6.5225444,0.9098141,6.912455719950357e-11,8.548542378003668e-09
ZFP36L2,6.4395204,0.7421541,1.1985172688512744e-10,1.464545298348084e-08
LAMTOR4,6.422048,0.67633086,1.3445283364413664e-10,1.6332439182724738e-08
FPR1,6.322046,1.7852814,2.5812260040607603e-10,3.117058155139021e-08
CLIC1,6.3129225,0.85947657,2.7381460131900233e-10,3.287216345308654e-08
RPS3A,6.283896,0.9455051,3.301915752926493e-10,3.8956912926337923e-08
MSN,6.2391496,1.0240918,4.3995589387092567e-10,5.161059740157847e-08
CAPN2,6.2160587,1.6288745,5.097978590273259e-10,5.879573173017962e-08
RPL13,6.2143097,1.2042276,5.155069077090462e-10,5.912201848245256e-08
CYBB,6.1919403,0.87385744,5.942806123447173e-10,6.777770383791502e-08
IQGAP1,6.1435046,0.8163248,8.072024881259624e-10,9.155281700960157e-08
RPL18,6.1356964,0.7639666,8.478696207545758e-10,9.563689804654224e-08
EFHD2,6.132988,0.7601912,8.624358652063837e-10,9.674833812470957e-08
ID2,6.124739,0.5185569,9.083236615965712e-10,1.0079446729143788e-07
AGTRAP,6.093079,1.2511706,1.1075942069547478e-09,1.215925212544065e-07
AIF1,6.0745373,1.4550996,1.243458996213216e-09,1.3578175390032505e-07
ANXA2,6.052093,1.3628448,1.429760424079879e-09,1.5448185129439915e-07
BTG1,6.050504,0.5244687,1.4439326227752824e-09,1.5519629745001976e-07
TPT1,6.0272565,-0.40722862,1.6676608907756055e-09,1.773855462524995e-07
SELL,5.9961295,1.3065386,2.0207569852438926e-09,2.136904730365491e-07
GPSM3,5.9954047,0.64540976,2.0297940592394696e-09,2.136904730365491e-07
MT2A,5.981373,3.3681428,2.212645991888695e-09,2.3175208963001538e-07
TSC22D3,5.9634566,0.7200324,2.469570069051355e-09,2.5641194144922795e-07
PABPC1,5.963226,0.52218986,2.473065634319603e-09,2.5641194144922795e-07
ARF6,5.929202,0.9682966,3.0441034675212774e-09,3.1246200042372154e-07
RPS14,5.9268246,0.05769966,3.0884905463915136e-09,3.1544090759637507e-07
NOP10,5.877781,0.776939,4.158023963486824e-09,4.204929751055222e-07
ASGR1,5.874675,1.2765262,4.236743645430751e-09,4.2635348184827404e-07
RPS13,5.8611264,1.0484712,4.597377341208941e-09,4.581532011537784e-07
FYB,5.8581553,0.6842476,4.680371654860691e-09,4.6417077151031464e-07
RPL8,5.835608,0.28916818,5.359481084388048e-09,5.264343884277619e-07
EEF1A1,5.8170376,1.6295146,5.9899675192137725e-09,5.855621104854264e-07
NUP214,5.8105373,1.0202614,6.22727275022011e-09,6.058752715131215e-07
NACA,5.809542,0.7827753,6.264399501249154e-09,6.066125347223768e-07
YPEL3,5.8027997,1.3272558,6.521664662791917e-09,6.285598772885223e-07
FAM65B,5.7827687,1.5306387,7.348103329174922e-09,7.049028656291215e-07
RPL12,5.7736807,1.0685632,7.755825830946656e-09,7.405551092255996e-07
TNFSF13B,5.766555,0.65976757,8.090837021750622e-09,7.689666352755487e-07
SRSF9,5.759642,0.6128598,8.429246186269496e-09,7.974377647830713e-07
MEF2C,5.7500567,0.8852905,8.921354581912625e-09,8.401215055600197e-07
GSTP1,5.7373295,0.14508629,9.61811042608588e-09,9.015990362425434e-07
RPL13A,5.7266636,0.3087406,1.0242507768999687e-08,9.55765645408157e-07
LYST,5.7195444,1.2749788,1.0680996970114668e-08,9.8770354414182e-07
CD48,5.7121234,0.63388515,1.1157503619372162e-08,1.0271407704129645e-06
NCF2,5.702751,1.1824319,1.1788890097646666e-08,1.0756183325092819e-06
YWHAZ,5.648416,0.800002,1.6193298042627896e-08,1.4677015082309365e-06
HSD17B11,5.616635,0.91525406,1.9471210288133735e-08,1.7531775263381468e-06
PCBP1,5.6028595,0.4974489,2.1084442235826047e-08,1.890141985411672e-06
PTPN6,5.5734773,0.8990427,2.4970412414591834e-08,2.2191237941954797e-06
ATP5G2,5.538882,0.52078295,3.0440942055802976e-08,2.6706072626648685e-06
PRR13,5.520606,0.65268046,3.378319882606234e-08,2.9263092350220834e-06
RPL24,5.5112624,0.48526078,3.562689247999758e-08,3.0730440156381107e-06
LILRA5,5.5012507,1.6364534,3.771068795891083e-08,3.239174531834646e-06
RPS8,5.474918,0.17578849,4.377140664567236e-08,3.7440966959542e-06
MT-CO2,5.424901,-0.38487178,5.79866847189531e-08,4.939454981723603e-06
CNPY3,5.423664,0.748331,5.838955323373393e-08,4.953219579898033e-06
RPL9,5.4187346,0.32574612,6.002235468876603e-08,5.0707774461139e-06
HNRNPH1,5.4148607,0.8799688,6.133648354235576e-08,5.139496614861312e-06
METTL9,5.4130588,0.92586374,6.195719233732081e-08,5.170403258101053e-06
RP11-347P5.1,5.3729043,1.358016,7.747850134460154e-08,6.439498599608603e-06
RPS21,5.3355255,-0.035744946,9.526822844179261e-08,7.886134926135325e-06
CAPZA1,5.3306456,0.753877,9.786417376924287e-08,8.06848844702324e-06
SNX10,5.3157897,1.0559691,1.0619586338763838e-07,8.720379517939313e-06
PLP2,5.2947383,1.4549004,1.1918687659656867e-07,9.74815693088031e-06
GNB2L1,5.2925525,0.3001833,1.2062071810975026e-07,9.826280643155012e-06
MYO1F,5.2885046,1.0041767,1.2332044117027285e-07,1.000650330744874e-05
CAST,5.2857428,0.8657253,1.25195577489156e-07,1.0118661457775131e-05
MT-CO3,5.2729907,-1.5018483,1.3421830035186007e-07,1.0805362697738572e-05
SERF2,5.2431717,0.65661633,1.5783950347017977e-07,1.2559252584260932e-05
ATP5E,5.2279067,0.9353156,1.7143989759977813e-07,1.3588763157628747e-05
RPL27,5.225554,0.36199912,1.7363447086904992e-07,1.3709777124887406e-05
RHOA,5.200469,0.56787854,1.9878628589705047e-07,1.557589184420057e-05
CCDC109B,5.1836724,1.0596244,2.1755914562913885e-07,1.6982021675363467e-05
RPS10,5.1792793,0.223799,2.2274472728064755e-07,1.732093373615308e-05
RPL35,5.1768765,0.39233485,2.25631168707063e-07,1.7479178348631307e-05
BLOC1S1,5.170014,0.4531984,2.340767822887634e-07,1.806527166769182e-05
MT-CO1,5.1568527,-0.58405995,2.511350211260208e-07,1.9309179208599557e-05
LILRA3,5.15359,1.9630454,2.555461277550363e-07,1.9575024092101267e-05
CDA,5.1462226,1.8239836,2.657842018694088e-07,2.0208458815470714e-05
ATP5I,5.1374187,0.37055284,2.7853758741787204e-07,2.109999310738559e-05
SRGN,5.12644,1.3900522,2.952717207275905e-07,2.2203784449878042e-05
IFI6,5.1128955,1.4911991,3.172578393842143e-07,2.377002257196546e-05
SH3BGRL,5.081548,0.6313882,3.743710682894503e-07,2.7947140585142274e-05
BTF3,5.0570498,0.35243267,4.257924879476798e-07,3.155629597501054e-05
LRRC25,5.0513844,1.2434375,4.386194739027653e-07,3.238219078254954e-05
YBX3,5.0507445,0.53552294,4.400911504862059e-07,3.238219078254954e-05
RPS27A,5.0457973,0.26474726,4.5163408204748944e-07,3.311284310840325e-05
LILRB2,5.0434017,1.221362,4.5732752365231177e-07,3.341094922796551e-05
CALM2,5.041351,0.7370852,4.622565313678435e-07,3.365129195904419e-05
PFN1,5.0393715,0.06849385,4.6706327408757343e-07,3.38810669743597e-05
RPL22,5.0161166,0.5090728,5.272627549493684e-07,3.79795687591424e-05
APOBEC3A,4.9899445,2.6820567,6.039670811330063e-07,4.3201533827803083e-05
CEBPD,4.972106,0.8140557,6.622941733474627e-07,4.704580306107288e-05
SLC7A7,4.959436,0.9000227,7.06982317133509e-07,4.970424653573221e-05
C19orf43,4.957058,0.39575028,7.156860740514158e-07,5.0144434860756026e-05
RAP1B,4.936181,0.87603134,7.966712274841684e-07,5.5628787853818e-05
CHMP4B,4.9274273,0.78804076,8.33193949018983e-07,5.798182569291763e-05
PGLS,4.9096746,0.56243443,9.122768626335611e-07,6.28460795738402e-05
C7orf73,4.901166,0.6092068,9.526953727420364e-07,6.541098095993734e-05
RPL30,4.9002204,0.13008446,9.57291303097459e-07,6.550744387095912e-05
RPS18,4.852894,-1.1079029,1.2167279396762412e-06,8.243632961588632e-05
GLIPR1,4.8515716,0.4347766,1.224868711241644e-06,8.244665960162296e-05
CCNI,4.851565,0.6128732,1.2249126201225097e-06,8.244665960162296e-05
ZEB2,4.839125,0.62098247,1.3041184987449567e-06,8.720602169620591e-05
TNFRSF1B,4.8379984,0.8107597,1.3115307444924264e-06,8.741693069378253e-05
PILRA,4.814481,1.1028628,1.4758295934670284e-06,9.773324427188589e-05
MGST1,4.8076854,1.4496399,1.5268771628027049e-06,0.00010078862146359076
RPS25,4.7715225,0.24727912,1.8283869638729362e-06,0.00011878150627008705
NRGN,4.7701507,1.9685886,1.840883735272824e-06,0.00011921609527260506
RPSA,4.762495,0.28791466,1.912140533331165e-06,0.00012344129876967134
IFI30,4.7408857,0.5327668,2.1278581787609677e-06,0.00013650875172432472
LCP1,4.730746,0.408265,2.2369634620920413e-06,0.00014306113057098912
SLC25A6,4.7266088,0.43333712,2.283003385938853e-06,0.00014555210096254257
TNFSF10,4.7014847,1.1750494,2.5827640877519598e-06,0.00016412323711845122
ARPC4,4.7008915,0.5009928,2.590283444219309e-06,0.00016412323711845122
FAM45A,4.693979,1.0573114,2.6794211880103075e-06,0.00016924873098050338
POLR2L,4.689106,0.3549724,2.744014021884511e-06,0.00017279712839038996
CRIP1,4.685072,0.856101,2.79861611067625e-06,0.00017569660592071172
RPL19,4.6840553,0.0265852,2.8125384592520355e-06,0.0001760323232621495
MT-ND4,4.6817913,-1.1035379,2.8437865779038973e-06,0.0001772717431358197
TMEM167A,4.681372,0.644526,2.849611536598008e-06,0.0001772717431358197
EIF3E,4.6794353,0.52734566,2.8766638167229417e-06,0.00017841399242750838
PRKCB,4.6749,0.94666195,2.9409681007643517e-06,0.00018185281367648007
LYN,4.667333,0.8545926,3.0513408143276835e-06,0.00018754783106985935
SET,4.6630826,0.6407244,3.115076336689835e-06,0.00019089373765941977
MYO1G,4.6380615,1.1198335,3.5169196283976305e-06,0.00021487750908147309
FKBP8,4.632389,0.60222876,3.6146973823197832e-06,0.0002201962093817295
SPI1,4.6175046,0.5999287,3.883821058307039e-06,0.00023589042161534083
GPBAR1,4.5926967,1.7821467,4.375544881651158e-06,0.00026497215597468026
ARF5,4.5799484,1.0624983,4.650910909657618e-06,0.00028081926489518014
ATP5D,4.566837,0.37282702,4.951385879537894e-06,0.00029808504610273726
TPM3,4.564232,0.50595486,5.013264206718801e-06,0.00029997994781044685
RAC2,4.5638375,0.97277695,5.02269891677024e-06,0.00029997994781044685
ARL6IP4,4.56367,0.74315673,5.0266989160111905e-06,0.00029997994781044685
CNBP,4.557166,0.6703809,5.1848371757181964e-06,0.0003085203547255619
RPL27A,4.512203,-0.21579413,6.415769601093634e-06,0.0003795658044404934
HNRNPA1,4.4964795,0.35148886,6.9087767053507635e-06,0.0004052293628118452
TREM1,4.492933,1.609878,7.0248988472700206e-06,0.00041086651975956196
TMA7,4.478027,0.31222215,7.53361706543862e-06,0.0004393682520920154
GLTSCR2,4.4685836,0.46644837,7.873930005334083e-06,0.0004579147565991597
CASP1,4.464141,0.737052,8.039069471602564e-06,0.00046619790164556226
AHNAK,4.4411845,0.7672852,8.946495003660019e-06,0.0005173594251553141
IFI27L2,4.431354,0.70114136,9.364319265652795e-06,0.0005400003095634444
GNAI2,4.427192,0.5254861,9.546767760174195e-06,0.0005489792586795968
CSF3R,4.4010267,1.0229845,1.077398467884771e-05,0.000616097859253662
EIF1,4.3954787,-0.069005094,1.1052887396836277e-05,0.0006302909038045887
RBM3,4.3805337,0.5068438,1.1838898844859222e-05,0.0006713832994091574
COMMD6,4.3718934,0.37463477,1.2317354085840724e-05,0.0006965921818959345
CX3CR1,4.3680196,1.6876292,1.253782263202326e-05,0.0007071125297055096
EIF3G,4.3526554,0.59233516,1.3449861055895777e-05,0.0007544049115204493
COX4I1,4.3285513,0.3416733,1.5009348521901761e-05,0.000836772040407927
TMBIM4,4.3280926,0.5759844,1.5040619753057872e-05,0.000836772040407927
CAPNS1,4.3227687,0.7237858,1.540833294191768e-05,0.0008549126134179137
COX6B1,4.3196197,0.51802766,1.5629835953356568e-05,0.0008648649657316901
CHP1,4.310969,0.95104843,1.6254076067826568e-05,0.0008945842562906478
NAAA,4.307923,0.6825101,1.6479470890612957e-05,0.0009045643259716402
MT-ATP6,4.299571,-1.7817606,1.7112916337038706e-05,0.0009368294919548469
DDX5,4.2912364,0.071277685,1.776810036544792e-05,0.0009695986836124277
PRAM1,4.2863426,1.3540444,1.816389428840307e-05,0.0009864724493297001
LYL1,4.2594094,1.1075119,2.0496784626719427e-05,0.001104405489768827
RPS23,4.250723,-0.88435316,2.130815306400189e-05,0.0011451179954211905
EIF3M,4.249454,0.50335443,2.142920037536674e-05,0.001148616330302621
CD14,4.2423887,0.5272121,2.2115330063273402e-05,0.0011823062783045304
RPS19,4.1948485,0.54769343,2.730537592044758e-05,0.0014484549412683936
GCA,4.1828036,0.59467626,2.8793584869684978e-05,0.0015234626386334096
WAS,4.1800885,0.778884,2.913957080821199e-05,0.0015378052676652543
HNRNPA2B1,4.1645536,0.30022293,3.119625894554391e-05,0.0016421230766489
RPL23,4.1580706,-0.15356155,3.209467019535841e-05,0.001685093310589547
DOK2,4.145372,0.5755032,3.392627246215998e-05,0.0017721945225844331
RXRA,4.143467,1.1416785,3.420945792368451e-05,0.001782451679480506
N4BP2L2,4.139678,0.5978572,3.477934496509641e-05,0.0018075573994644663
MTMR11,4.11508,2.1585147,3.870450277348045e-05,0.0020064766096888386
COX7B,4.112738,0.5461905,3.909941944288841e-05,0.0020218437827281012
PTPN2,4.0977716,0.9597761,4.171467332314979e-05,0.0021462669891001056
TRAF3IP3,4.0957847,1.3499696,4.207407035571108e-05,0.002159346475830982
XIST,4.091111,0.68225926,4.2931140289862104e-05,0.002197838850400447
LILRA2,4.0758677,1.6758687,4.584312299895388e-05,0.0023352691614032858
LY86,4.064537,0.4914652,4.812791549972227e-05,0.002445589052707422
IER2,4.057894,0.08974437,4.951716970152461e-05,0.002509970313092836
SEC61G,4.039129,0.36359623,5.3650158173140855e-05,0.002699470826314727
ARRB2,4.0019274,0.3698064,6.282853085687987e-05,0.003138216325938898
ZYX,3.9986117,0.8536058,6.37151405930607e-05,0.0031747769932886963
ITGB2,3.9899075,0.4423587,6.609905402073277e-05,0.003285587118623785
FBXL5,3.9717176,1.0010532,7.135628943256467e-05,0.0035383412216452178
C4orf48,3.9676054,0.24205154,7.259839229370345e-05,0.003583106687918566
APLP2,3.9675734,0.52488667,7.260813396532337e-05,0.003583106687918566
VAMP2,3.959566,0.66813266,7.508608143631843e-05,0.0036965039947390436
LDHA,3.9511356,0.7773862,7.778121532571058e-05,0.0038120971132728707
ACTR2,3.951061,0.36447307,7.780547958796497e-05,0.0038120971132728707
STX10,3.9485555,0.93842643,7.862423092387027e-05,0.0038339117259765625
RBP7,3.9132345,1.3348374,9.106800596471648e-05,0.004430177948932855
SUMO2,3.9073312,0.3899305,9.332121590773349e-05,0.00452905730820298
EIF4EBP1,3.8966794,0.6259798,9.752055677097939e-05,0.004721696957432632
LAPTM5,3.8919206,0.15808743,9.945384350602964e-05,0.004803971654906547
RPL7A,3.8872576,-0.29454336,0.00010138319797534551,0.004885670589755559
RSL1D1,3.8828397,0.5159697,0.00010324363085248708,0.004963673296886902
LGALS2,3.8725896,-0.2619165,0.000107685056181824,0.005165108687749218
EEF2,3.8668604,0.26976532,0.00011024549879715982,0.005275594043838914
PPP1CB,3.8576765,0.63958055,0.00011446999429464542,0.005465010495057618
UBE2D3,3.8513148,0.49286494,0.00011748542295976002,0.005583005203566929
MAPKAPK3,3.8513148,1.0710375,0.00011748542295976002,0.005583005203566929
SUMO1,3.8499036,0.5039127,0.00011816428173035141,0.0056022968582964995
PAIP2,3.8424366,0.5705354,0.00012181894702996498,0.0057518849037706534
GNB2,3.8417506,0.5211119,0.00012215995996122582,0.0057518849037706534
FMNL1,3.81706,0.7355503,0.00013505129880621476,0.006315417114334357
VASP,3.8118567,0.4919855,0.00013792675763403203,0.006435223653338735
PSMA4,3.8072898,0.62877715,0.00014049807210202202,0.006529563903669914
HEBP2,3.807137,0.9915901,0.00014058489188085643,0.006529563903669914
HNRNPK,3.7856736,0.33786446,0.00015329274870149896,0.007087718103813225
HIST2H2AA3,3.7828693,1.9214418,0.00015503074179778025,0.007151968760374452
NUMB,3.77118,0.84264785,0.0001624774533299123,0.007478698743071232
CASP4,3.7697725,0.59199274,0.00016339641187100516,0.007504172123713344
PNISR,3.7647684,0.68843246,0.00016670357923462492,0.007638968254704498
RPS27L,3.7463722,0.54010934,0.00017941034472803024,0.00818469992649274
SLC16A3,3.745743,0.7276958,0.00017986056960339513,0.008187045750306205
RNVU1-14,3.741542,1.6741155,0.00018289449904816053,0.008306728254335592
VAMP5,3.7372594,0.86385727,0.00018603694532870352,0.008430800111816676
SPN,3.7153091,1.0434661,0.0002029553707782574,0.009157078696059003
CDKN2D,3.701544,1.5069096,0.00021429141284098137,0.009647343013623919
CD55,3.6985054,0.70791334,0.00021687281024659766,0.009742192388517293
MAP2K2,3.6845944,0.88185847,0.0002290670359805999,0.010236851079363393
MTPN,3.6842463,0.7431302,0.00022938046161562477,0.010236851079363393
RHOC,3.66966,1.088664,0.00024287320632858188,0.010788857040082216
RTN3,3.664759,0.58069366,0.0002475716411503877,0.01095344444219032
NDUFB7,3.6564138,0.37027213,0.00025576828371796256,0.01129175719665818
COX5B,3.6471944,0.35852498,0.00026511924417762275,0.0116563942316561
HLA-C,3.6363864,0.33987537,0.00027648947295369616,0.012091371711018132
